x,y,y_predicted,peak_1,peak_2,peak_3,peak_4,peak_5
2920,0.000144485,0.0004313532108451076,2.4472325743644486e-05,0.0001063810240443745,0.00022601268359321824,5.414114329525902e-05,1.3440725879795075e-05
2917,0.000276284,0.0004124434497986233,2.8240841394410366e-05,0.0001526120639282854,0.00015858105318541162,5.2800785515051384e-05,1.3303397486648206e-05
2914,0.000422955,0.00043905356085589456,3.294568636631598e-05,0.00021349168226676888,0.00012104184879024054,5.150089605826043e-05,1.3168139085492452e-05
2911,0.000572796,0.000498538385565083,3.8922143788385764e-05,0.00029111375252143526,9.83218395326874e-05,5.0240431665459684e-05,1.3034909768298564e-05
2908,0.000726356,0.000585279089045433,4.6668576316931455e-05,0.00038683489730354583,8.294827553531805e-05,4.9018361980432164e-05,1.290366962038916e-05
2905,0.000915216,0.0006968218466314754,5.695044990885323e-05,0.0005008516896505901,7.150634911077867e-05,4.783366998044324e-05,1.2774379691993936e-05
2902,0.000961789,0.0008315049913189351,7.098959116930254e-05,0.0006318159839064634,6.246175359162573e-05,4.668535239198748e-05,1.2647001970739535e-05
2899,0.001044608,0.000987484105277589,9.083339737436277e-05,0.000776578585323932,5.50728948453987e-05,4.557242009003984e-05,1.2521499355039344e-05
2896,0.00127716,0.0011631721259213433,0.00012028654428090655,0.0009301643617782545,4.8924177465953135e-05,4.4493898479062874e-05,1.2397835628349934e-05
2893,0.001386357,0.001362055066098009,0.00016958721716996288,0.0010860927970512083,4.374494029952549e-05,4.3448827854233795e-05,1.227597543426225e-05
2890,0.001703755,0.0016236333651444286,0.0002855984033694792,0.0012371966870288924,3.9340818463284817e-05,4.2436263741558864e-05,1.215588425239706e-05
2887,0.002197552,0.0021437801294083483,0.000670574045529232,0.001377242811351924,3.556515864756395e-05,4.145527721573677e-05,1.2037528375075333e-05
2884,0.00285233,0.003408525630348633,0.0018129277183688516,0.0015039622292628992,3.230454434851221e-05,4.0504955194818306e-05,1.1920874884735482e-05
2881,0.005867886,0.005701193370373083,0.003991791579675148,0.0016216362473490413,2.946994271712236e-05,3.958440071088502e-05,1.180589163207059e-05
2878,0.007774204,0.0077331441390553835,0.005938781185243422,0.001710081705303614,2.6990659848534943e-05,3.8692733156136693e-05,1.169254721485971e-05
2875,0.007149085,0.00699068952580586,0.005234699178269656,0.0016748651359144487,2.4810003871536587e-05,3.782908850393435e-05,1.1580810957468476e-05
2872,0.004361072,0.004522397637618026,0.0028803517157232252,0.001563795241540683,2.2882099669812827e-05,3.6992619504493895e-05,1.1470652890995221e-05
2869,0.002222017,0.002669574012264897,0.0011516298897454804,0.0014423247596846629,2.1169514956833977e-05,3.6182495855064e-05,1.1362043734039711e-05
2866,0.002048861,0.0018158028739161175,0.00043351055527002756,0.0013090926810511202,1.964147008752919e-05,3.5397904344551834e-05,1.1254954874072523e-05
2863,0.001757977,0.001450376576287311,0.00021650098232766203,0.0011629104046074175,1.8272473741350477e-05,3.463804897268056e-05,1.114935834938403e-05
2860,0.001350971,0.0012202832542626098,0.00014287614783040537,0.0010085131473080327,1.704127295988803e-05,3.390215104387472e-05,1.1045226831592633e-05
2857,0.001037435,0.0010248802720416981,0.00010503986123815055,0.0008528730819570727,1.593003771279327e-05,3.3189449236172496e-05,1.0942533608692798e-05
2854,0.000767694,0.0008488436466999457,8.071684196240972e-05,0.000702957322049164,1.4923722185372872e-05,3.249919964555868e-05,1.0841252568624167e-05
2851,0.000588951,0.0006919492020134396,6.389963027077644e-05,0.0005645626689881822,1.4009560476122406e-05,3.18306758061985e-05,1.074135818334371e-05
2848,0.000404439,0.0005554751184849395,5.179752042059518e-05,0.0004417696301735149,1.3176665421498571e-05,3.1183168687130815e-05,1.0642825493383608e-05
2845,0.000416151,0.000440043267863477,4.2811170905867855e-05,0.0003368094647099174,1.2415707199947604e-05,3.055598666604963e-05,1.0545630092878179e-05
2842,0.000381017,0.00034520237195043244,3.596231518800725e-05,0.00025021789074413953,1.171865413355933e-05,2.9948455480866093e-05,1.0449748115043878e-05
2839,0.00031583,0.000269493130254917,3.062652671645838e-05,0.0001811676585354466,1.1078562336300122e-05,2.9359918159798633e-05,1.0355156218096898e-05
2836,0.00028423,0.0002107194337135902,2.6390772786319352e-05,0.00012788238214643747,1.048940398963586e-05,2.878973493078765e-05,1.0261831571593527e-05
2833,0.000226009,0.00016628246279190836,2.2973358757223427e-05,8.80508344269825e-05,9.945926364633647e-06,2.8237283111073424e-05,1.0169751843179039e-05
2830,0.000198269,0.00013349127166751394,2.0177000460101727e-05,5.918457528552258e-05,9.44353546953091e-06,2.7701956977811083e-05,1.0078895185731312e-05
2827,0.000163907,0.00010980390779070088,1.786029032080732e-05,3.8887701799064326e-05,8.978199536500612e-06,2.7183167620626347e-05,9.989240224885955e-06
2824,0.000141374,9.298327533466934e-05,1.5919781432305444e-05,2.503070820857785e-05,8.546368581000279e-06,2.6680342777039234e-05,9.90076604693022e-06
2821,0.000103511,8.117257363923553e-05,1.4278414956264145e-05,1.583756450396382e-05,8.144907051436724e-06,2.6192926651701108e-05,9.813452187053412e-06
2818,9.30217e-05,7.290682693495864e-05,1.287785426476818e-05,9.90496884884566e-06,7.771037194182956e-06,2.5720379720403573e-05,9.727278617941949e-06
2815,7.55437e-05,6.708124842680323e-05,1.167329138915076e-05,6.175953258145955e-06,7.422291232156921e-06,2.5262178519825502e-05,9.642225738707764e-06
2812,6.71323e-05,6.289611762710076e-05,1.0629856572157489e-05,3.888392151959082e-06,7.0964708260404445e-06,2.481781542398843e-05,9.558274364138993e-06
2809,5.28024e-05,5.979380390139258e-05,9.720090362155369e-06,2.514588548211176e-06,6.791612579557951e-06,2.438679840838933e-05,9.475405714262438e-06
2806,5.6099e-05,5.739850682414054e-05,8.922134087510498e-06,1.7028536588999897e-06,6.505958581930685e-06,2.3968650802775475e-05,9.393601404207579e-06
2803,5.02282e-05,5.5464563312054544e-05,8.2184148736491e-06,1.2271545164992995e-06,6.237931165210107e-06,2.3562911033517335e-05,9.312843434362384e-06
2800,4.32853e-05,5.383550910249794e-05,7.594676768419214e-06,9.471663059421816e-07,5.98611120198507e-06,2.3169132356523797e-05,9.233114180811361e-06
